36.7256674,-4.4539391
36.6049695,-4.5645275
36.7394169,-4.4524097
36.6282211,-4.5143064
36.6494832,-4.4825393
36.5092609,-4.8627264
36.7602967,-4.4255032
36.6482972,-4.4891399
36.7515201,-4.4313979
36.6896757,-4.4619798
36.5538006,-4.6229637
36.6703348,-4.4671538
36.6660006,-4.4680265
36.6246570,-4.5165581
36.6148469,-4.5229156
36.5864384,-4.5993286
36.5104786,-4.8923685
36.5136136,-4.9149012
36.5188856,-4.9181818
36.5148296,-4.9154455
36.5145155,-4.9152255
36.5091410,-4.8721326
36.5207199,-4.9194552
36.5088160,-4.8848346
36.5657694,-4.6338094
36.5260233,-4.9637300
36.5068501,-4.7247306
36.5556993,-4.6562923
36.5246188,-4.8521936
36.5149703,-4.7906172
36.5177633,-4.9374050
36.7232835,-4.2703782
36.7210021,-4.2349781
36.7806574,-4.1128983
36.7449983,-4.1803767
36.7458267,-4.1775100
36.7210109,-4.2340247
36.7288808,-4.3647947
36.8123425,-4.1256896
36.7240971,-4.2727680
36.7218885,-4.2283083
36.8465039,-4.1305699
36.7286170,-4.3626074
36.7327561,-4.3211653
36.7237019,-4.2984134
